municode,State,Municipality,Domestic_Tariff,Divisional_Area,DAC_Area,Fixed,January_marginal,February_marginal,March_marginal,April_marginal,May_marginal,June_marginal,July_marginal,Agust_marginal,September_marginal,October_marginal,November_marginal,December_marginal
7081,Chiapas,Simojovel,2,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
7082,Chiapas,Sitala,2,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
7083,Chiapas,Socoltenango,2,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
7084,Chiapas,Solosuchiapa,3,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
7085,Chiapas,Soyalo,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
7086,Chiapas,Suchiapa,3,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
7087,Chiapas,Suchiate,4,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
7088,Chiapas,Sunuapa,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
7089,Chiapas,Tapachula,4,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
7090,Chiapas,Tapalapa,3,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
7091,Chiapas,Tapilula,3,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
7092,Chiapas,Tecpatan,3,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
7093,Chiapas,Tenejapa,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
7094,Chiapas,Teopisca,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
7096,Chiapas,Tila,3,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
7097,Chiapas,Tonala,4,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
7098,Chiapas,Totolapa,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
7099,Chiapas,La Trinitaria,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
7100,Chiapas,Tumbala,2,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
7101,Chiapas,Tuxtla Gutierrez,3,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
7102,Chiapas,Tuxtla Chico,2,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
7103,Chiapas,Tuzantan,4,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
7104,Chiapas,Tzimol,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
7105,Chiapas,Union Juarez,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
7106,Chiapas,Venustiano Carranza,2,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
7107,Chiapas,Villa Corzo,2,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
7108,Chiapas,Villaflores,2,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
7109,Chiapas,Yajalon,2,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
7110,Chiapas,San Lucas,2,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
7111,Chiapas,Zinacantan,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
7112,Chiapas,San Juan Cancuc,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
7113,Chiapas,Aldama,3,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
7114,Chiapas,Benemerito de las Americas,3,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
7115,Chiapas,Maravilla Tenejapa,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
7116,Chiapas,Marques de Comillas,3,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
7117,Chiapas,Montecristo de Guerrero,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
7118,Chiapas,San Andres Duraznal,2,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
7119,Chiapas,Santiago el Pinar,1,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
8001,Chihuahua,Ahumada,4,Norte,Norte,92.66,2.369,2.5,2.619,2.743,2.894,3.046,3.28,3.546,3.84,3.834,3.779,3.287
8002,Chihuahua,Aldama,3,Norte,Norte,92.66,2.369,2.5,2.619,2.743,2.894,3.046,3.28,3.546,3.84,3.834,3.779,3.287
8003,Chihuahua,Allende,2,Norte,Norte,92.66,2.369,2.5,2.619,2.743,2.894,3.046,3.28,3.546,3.84,3.834,3.779,3.287
8004,Chihuahua,Aquiles Serdan,2,Norte,Norte,92.66,2.369,2.5,2.619,2.743,2.894,3.046,3.28,3.546,3.84,3.834,3.779,3.287
8005,Chihuahua,Ascension,4,Norte,Norte,92.66,2.369,2.5,2.619,2.743,2.894,3.046,3.28,3.546,3.84,3.834,3.779,3.287
8006,Chihuahua,Bachiniva,1,Norte,Norte,92.66,2.369,2.5,2.619,2.743,2.894,3.046,3.28,3.546,3.84,3.834,3.779,3.287
8007,Chihuahua,Balleza,1,Norte,Norte,92.66,2.369,2.5,2.619,2.743,2.894,3.046,3.28,3.546,3.84,3.834,3.779,3.287
8008,Chihuahua,Batopilas,2,Norte,Norte,92.66,2.369,2.5,2.619,2.743,2.894,3.046,3.28,3.546,3.84,3.834,3.779,3.287
8009,Chihuahua,Bocoyna,1,Norte,Norte,92.66,2.369,2.5,2.619,2.743,2.894,3.046,3.28,3.546,3.84,3.834,3.779,3.287
8010,Chihuahua,Buenaventura,2,Norte,Norte,92.66,2.369,2.5,2.619,2.743,2.894,3.046,3.28,3.546,3.84,3.834,3.779,3.287
8011,Chihuahua,Camargo,3,Norte,Norte,92.66,2.369,2.5,2.619,2.743,2.894,3.046,3.28,3.546,3.84,3.834,3.779,3.287
8012,Chihuahua,Carichi,1,Norte,Norte,92.66,2.369,2.5,2.619,2.743,2.894,3.046,3.28,3.546,3.84,3.834,3.779,3.287
8013,Chihuahua,Casas Grandes,2,Norte,Norte,92.66,2.369,2.5,2.619,2.743,2.894,3.046,3.28,3.546,3.84,3.834,3.779,3.287
8014,Chihuahua,Coronado,2,Norte,Norte,92.66,2.369,2.5,2.619,2.743,2.894,3.046,3.28,3.546,3.84,3.834,3.779,3.287
8015,Chihuahua,Coyame del Sotol,2,Norte,Norte,92.66,2.369,2.5,2.619,2.743,2.894,3.046,3.28,3.546,3.84,3.834,3.779,3.287
8016,Chihuahua,La Cruz,2,Norte,Norte,92.66,2.369,2.5,2.619,2.743,2.894,3.046,3.28,3.546,3.84,3.834,3.779,3.287
8017,Chihuahua,Cuauhtemoc,1,Norte,Norte,92.66,2.369,2.5,2.619,2.743,2.894,3.046,3.28,3.546,3.84,3.834,3.779,3.287
8018,Chihuahua,Cusihuiriachi,1,Norte,Norte,92.66,2.369,2.5,2.619,2.743,2.894,3.046,3.28,3.546,3.84,3.834,3.779,3.287
8019,Chihuahua,Chihuahua,3,Norte,Norte,92.66,2.369,2.5,2.619,2.743,2.894,3.046,3.28,3.546,3.84,3.834,3.779,3.287
8020,Chihuahua,Chinipas,4,Norte,Norte,92.66,2.369,2.5,2.619,2.743,2.894,3.046,3.28,3.546,3.84,3.834,3.779,3.287
8021,Chihuahua,Delicias,3,Norte,Norte,92.66,2.369,2.5,2.619,2.743,2.894,3.046,3.28,3.546,3.84,3.834,3.779,3.287
8022,Chihuahua,Dr. Belisario Dominguez,2,Norte,Norte,92.66,2.369,2.5,2.619,2.743,2.894,3.046,3.28,3.546,3.84,3.834,3.779,3.287
8023,Chihuahua,Galeana,2,Norte,Norte,92.66,2.369,2.5,2.619,2.743,2.894,3.046,3.28,3.546,3.84,3.834,3.779,3.287
8024,Chihuahua,Santa Isabel,2,Norte,Norte,92.66,2.369,2.5,2.619,2.743,2.894,3.046,3.28,3.546,3.84,3.834,3.779,3.287
8025,Chihuahua,Gomez Farias,2,Norte,Norte,92.66,2.369,2.5,2.619,2.743,2.894,3.046,3.28,3.546,3.84,3.834,3.779,3.287
8026,Chihuahua,Gran Morelos,2,Norte,Norte,92.66,2.369,2.5,2.619,2.743,2.894,3.046,3.28,3.546,3.84,3.834,3.779,3.287
8027,Chihuahua,Guachochi,1,Norte,Norte,92.66,2.369,2.5,2.619,2.743,2.894,3.046,3.28,3.546,3.84,3.834,3.779,3.287
8028,Chihuahua,Guadalupe,4,Norte,Norte,92.66,2.369,2.5,2.619,2.743,2.894,3.046,3.28,3.546,3.84,3.834,3.779,3.287
8029,Chihuahua,Guadalupe y Calvo,1,Norte,Norte,92.66,2.369,2.5,2.619,2.743,2.894,3.046,3.28,3.546,3.84,3.834,3.779,3.287
8030,Chihuahua,Guazapares,1,Norte,Norte,92.66,2.369,2.5,2.619,2.743,2.894,3.046,3.28,3.546,3.84,3.834,3.779,3.287
8031,Chihuahua,Guerrero,1,Norte,Norte,92.66,2.369,2.5,2.619,2.743,2.894,3.046,3.28,3.546,3.84,3.834,3.779,3.287
8032,Chihuahua,Hidalgo del Parral,2,Norte,Norte,92.66,2.369,2.5,2.619,2.743,2.894,3.046,3.28,3.546,3.84,3.834,3.779,3.287
8033,Chihuahua,Huejotitan,1,Norte,Norte,92.66,2.369,2.5,2.619,2.743,2.894,3.046,3.28,3.546,3.84,3.834,3.779,3.287
8034,Chihuahua,Ignacio Zaragoza,1,Norte,Norte,92.66,2.369,2.5,2.619,2.743,2.894,3.046,3.28,3.546,3.84,3.834,3.779,3.287
8035,Chihuahua,Janos,2,Norte,Norte,92.66,2.369,2.5,2.619,2.743,2.894,3.046,3.28,3.546,3.84,3.834,3.779,3.287
8036,Chihuahua,Jimenez,2,Norte,Norte,92.66,2.369,2.5,2.619,2.743,2.894,3.046,3.28,3.546,3.84,3.834,3.779,3.287
8037,Chihuahua,Juarez,4,Norte,Norte,92.66,2.369,2.5,2.619,2.743,2.894,3.046,3.28,3.546,3.84,3.834,3.779,3.287
8038,Chihuahua,Julimes,3,Norte,Norte,92.66,2.369,2.5,2.619,2.743,2.894,3.046,3.28,3.546,3.84,3.834,3.779,3.287
8039,Chihuahua,Lopez,1,Norte,Norte,92.66,2.369,2.5,2.619,2.743,2.894,3.046,3.28,3.546,3.84,3.834,3.779,3.287
8040,Chihuahua,Madera,1,Norte,Norte,92.66,2.369,2.5,2.619,2.743,2.894,3.046,3.28,3.546,3.84,3.834,3.779,3.287
8041,Chihuahua,Maguarichi,1,Norte,Norte,92.66,2.369,2.5,2.619,2.743,2.894,3.046,3.28,3.546,3.84,3.834,3.779,3.287
8042,Chihuahua,Manuel Benavides,1,Norte,Norte,92.66,2.369,2.5,2.619,2.743,2.894,3.046,3.28,3.546,3.84,3.834,3.779,3.287
8043,Chihuahua,Matachi,1,Norte,Norte,92.66,2.369,2.5,2.619,2.743,2.894,3.046,3.28,3.546,3.84,3.834,3.779,3.287
8044,Chihuahua,Matamoros,2,Norte,Norte,92.66,2.369,2.5,2.619,2.743,2.894,3.046,3.28,3.546,3.84,3.834,3.779,3.287
8045,Chihuahua,Meoqui,3,Norte,Norte,92.66,2.369,2.5,2.619,2.743,2.894,3.046,3.28,3.546,3.84,3.834,3.779,3.287
8046,Chihuahua,Morelos,5,Norte,Norte,92.66,2.369,2.5,2.619,2.743,2.894,3.046,3.28,3.546,3.84,3.834,3.779,3.287
8047,Chihuahua,Moris,2,Norte,Norte,92.66,2.369,2.5,2.619,2.743,2.894,3.046,3.28,3.546,3.84,3.834,3.779,3.287
8048,Chihuahua,Namiquipa,2,Norte,Norte,92.66,2.369,2.5,2.619,2.743,2.894,3.046,3.28,3.546,3.84,3.834,3.779,3.287
8049,Chihuahua,Nonoava,1,Norte,Norte,92.66,2.369,2.5,2.619,2.743,2.894,3.046,3.28,3.546,3.84,3.834,3.779,3.287
8050,Chihuahua,Nuevo Casas Grandes,2,Norte,Norte,92.66,2.369,2.5,2.619,2.743,2.894,3.046,3.28,3.546,3.84,3.834,3.779,3.287
8051,Chihuahua,Ocampo,2,Norte,Norte,92.66,2.369,2.5,2.619,2.743,2.894,3.046,3.28,3.546,3.84,3.834,3.779,3.287
8052,Chihuahua,Ojinaga,5,Norte,Norte,92.66,2.369,2.5,2.619,2.743,2.894,3.046,3.28,3.546,3.84,3.834,3.779,3.287
8053,Chihuahua,Praxedis G. Guerrero,4,Norte,Norte,92.66,2.369,2.5,2.619,2.743,2.894,3.046,3.28,3.546,3.84,3.834,3.779,3.287
8054,Chihuahua,Riva Palacio,2,Norte,Norte,92.66,2.369,2.5,2.619,2.743,2.894,3.046,3.28,3.546,3.84,3.834,3.779,3.287
8055,Chihuahua,Rosales,3,Norte,Norte,92.66,2.369,2.5,2.619,2.743,2.894,3.046,3.28,3.546,3.84,3.834,3.779,3.287
8056,Chihuahua,Rosario,2,Norte,Norte,92.66,2.369,2.5,2.619,2.743,2.894,3.046,3.28,3.546,3.84,3.834,3.779,3.287
8057,Chihuahua,San Francisco de Borja,1,Norte,Norte,92.66,2.369,2.5,2.619,2.743,2.894,3.046,3.28,3.546,3.84,3.834,3.779,3.287
8058,Chihuahua,San Francisco de Conchos,2,Norte,Norte,92.66,2.369,2.5,2.619,2.743,2.894,3.046,3.28,3.546,3.84,3.834,3.779,3.287
8059,Chihuahua,San Francisco del Oro,1,Norte,Norte,92.66,2.369,2.5,2.619,2.743,2.894,3.046,3.28,3.546,3.84,3.834,3.779,3.287
8060,Chihuahua,Santa Barbara,2,Norte,Norte,92.66,2.369,2.5,2.619,2.743,2.894,3.046,3.28,3.546,3.84,3.834,3.779,3.287
8061,Chihuahua,Satevo,2,Norte,Norte,92.66,2.369,2.5,2.619,2.743,2.894,3.046,3.28,3.546,3.84,3.834,3.779,3.287
8062,Chihuahua,Saucillo,3,Norte,Norte,92.66,2.369,2.5,2.619,2.743,2.894,3.046,3.28,3.546,3.84,3.834,3.779,3.287
8063,Chihuahua,Temosachic,1,Norte,Norte,92.66,2.369,2.5,2.619,2.743,2.894,3.046,3.28,3.546,3.84,3.834,3.779,3.287
8064,Chihuahua,El Tule,1,Norte,Norte,92.66,2.369,2.5,2.619,2.743,2.894,3.046,3.28,3.546,3.84,3.834,3.779,3.287
8065,Chihuahua,Urique,4,Norte,Norte,92.66,2.369,2.5,2.619,2.743,2.894,3.046,3.28,3.546,3.84,3.834,3.779,3.287
8066,Chihuahua,Uruachi,3,Norte,Norte,92.66,2.369,2.5,2.619,2.743,2.894,3.046,3.28,3.546,3.84,3.834,3.779,3.287
8067,Chihuahua,Valle de Zaragoza,2,Norte,Norte,92.66,2.369,2.5,2.619,2.743,2.894,3.046,3.28,3.546,3.84,3.834,3.779,3.287
9002,Distrito Federal,Azcapotzalco,1,Valle de Mexico Norte,Central,64.18,2.185,2.3135,2.499,2.654,2.842,3.032,3.324,3.656,4.023,4.016,3.947,3.332
9003,Distrito Federal,Coyoacan,1,Valle de Mexico Sur,Central,65.45,2.178,2.313,2.497,2.655,2.847,3.04,3.338,3.676,4.05,4.043,3.973,3.346
9004,Distrito Federal,Cuajimalpa de Morelos,1,Valle de Mexico Centro,Central,57.16,2.076,2.2125,2.406,2.57,2.768,2.968,3.277,3.627,4.015,4.007,3.934,3.285
9005,Distrito Federal,Gustavo A. Madero,1,Valle de Mexico Norte,Central,64.18,2.185,2.3135,2.499,2.654,2.842,3.032,3.324,3.656,4.023,4.016,3.947,3.332
9006,Distrito Federal,Iztacalco,1,Valle de Mexico Centro,Central,57.16,2.076,2.2125,2.406,2.57,2.768,2.968,3.277,3.627,4.015,4.007,3.934,3.285
9007,Distrito Federal,Iztapalapa,1,Valle de Mexico Centro,Central,57.16,2.076,2.2125,2.406,2.57,2.768,2.968,3.277,3.627,4.015,4.007,3.934,3.285
9008,Distrito Federal,La Magdalena Contreras,1,Valle de Mexico Sur,Central,65.45,2.178,2.313,2.497,2.655,2.847,3.04,3.338,3.676,4.05,4.043,3.973,3.346
9009,Distrito Federal,Milpa Alta,1,Valle de Mexico Sur,Central,65.45,2.178,2.313,2.497,2.655,2.847,3.04,3.338,3.676,4.05,4.043,3.973,3.346
9010,Distrito Federal,Alvaro Obregon,1,Valle de Mexico Norte,Central,64.18,2.185,2.3135,2.499,2.654,2.842,3.032,3.324,3.656,4.023,4.016,3.947,3.332
9011,Distrito Federal,Tlahuac,1,Valle de Mexico Sur,Central,65.45,2.178,2.313,2.497,2.655,2.847,3.04,3.338,3.676,4.05,4.043,3.973,3.346
9012,Distrito Federal,Tlalpan,1,Valle de Mexico Sur,Central,65.45,2.178,2.313,2.497,2.655,2.847,3.04,3.338,3.676,4.05,4.043,3.973,3.346
9013,Distrito Federal,Xochimilco,1,Valle de Mexico Sur,Central,65.45,2.178,2.313,2.497,2.655,2.847,3.04,3.338,3.676,4.05,4.043,3.973,3.346
9014,Distrito Federal,Benito Juarez,1,Valle de Mexico Centro,Central,57.16,2.076,2.2125,2.406,2.57,2.768,2.968,3.277,3.627,4.015,4.007,3.934,3.285
9015,Distrito Federal,Cuauhtemoc,1,Valle de Mexico Centro,Central,57.16,2.076,2.2125,2.406,2.57,2.768,2.968,3.277,3.627,4.015,4.007,3.934,3.285
9016,Distrito Federal,Miguel Hidalgo,1,Valle de Mexico Norte,Central,64.18,2.185,2.3135,2.499,2.654,2.842,3.032,3.324,3.656,4.023,4.016,3.947,3.332
9017,Distrito Federal,Venustiano Carranza,1,Valle de Mexico Centro,Central,57.16,2.076,2.2125,2.406,2.57,2.768,2.968,3.277,3.627,4.015,4.007,3.934,3.285
10001,Durango,Canatlan,1,Norte,Norte,92.66,2.369,2.5,2.619,2.743,2.894,3.046,3.28,3.546,3.84,3.834,3.779,3.287
10002,Durango,Canelas,1,Norte,Norte,92.66,2.369,2.5,2.619,2.743,2.894,3.046,3.28,3.546,3.84,3.834,3.779,3.287
10003,Durango,Coneto de Comonfort,1,Norte,Norte,92.66,2.369,2.5,2.619,2.743,2.894,3.046,3.28,3.546,3.84,3.834,3.779,3.287
10004,Durango,Cuencame,3,Norte,Norte,92.66,2.369,2.5,2.619,2.743,2.894,3.046,3.28,3.546,3.84,3.834,3.779,3.287
10005,Durango,Durango,1,Norte,Norte,92.66,2.369,2.5,2.619,2.743,2.894,3.046,3.28,3.546,3.84,3.834,3.779,3.287
10006,Durango,General Simon Bolivar,3,Norte,Norte,92.66,2.369,2.5,2.619,2.743,2.894,3.046,3.28,3.546,3.84,3.834,3.779,3.287
10007,Durango,Gomez Palacio,4,Norte,Norte,92.66,2.369,2.5,2.619,2.743,2.894,3.046,3.28,3.546,3.84,3.834,3.779,3.287
10008,Durango,Guadalupe Victoria,1,Norte,Norte,92.66,2.369,2.5,2.619,2.743,2.894,3.046,3.28,3.546,3.84,3.834,3.779,3.287
10009,Durango,Guanacevi,1,Norte,Norte,92.66,2.369,2.5,2.619,2.743,2.894,3.046,3.28,3.546,3.84,3.834,3.779,3.287
10010,Durango,Hidalgo,1,Norte,Norte,92.66,2.369,2.5,2.619,2.743,2.894,3.046,3.28,3.546,3.84,3.834,3.779,3.287
10011,Durango,Inde,2,Norte,Norte,92.66,2.369,2.5,2.619,2.743,2.894,3.046,3.28,3.546,3.84,3.834,3.779,3.287
10012,Durango,Lerdo,4,Norte,Norte,92.66,2.369,2.5,2.619,2.743,2.894,3.046,3.28,3.546,3.84,3.834,3.779,3.287
10013,Durango,Mapimi,4,Norte,Norte,92.66,2.369,2.5,2.619,2.743,2.894,3.046,3.28,3.546,3.84,3.834,3.779,3.287
10014,Durango,Mezquital,3,Norte,Norte,92.66,2.369,2.5,2.619,2.743,2.894,3.046,3.28,3.546,3.84,3.834,3.779,3.287
10015,Durango,Nazas,3,Norte,Norte,92.66,2.369,2.5,2.619,2.743,2.894,3.046,3.28,3.546,3.84,3.834,3.779,3.287
10016,Durango,Nombre de Dios,6,Norte,Norte,92.66,2.369,2.5,2.619,2.743,2.894,3.046,3.28,3.546,3.84,3.834,3.779,3.287
10017,Durango,Ocampo,2,Norte,Norte,92.66,2.369,2.5,2.619,2.743,2.894,3.046,3.28,3.546,3.84,3.834,3.779,3.287
10018,Durango,El Oro,2,Norte,Norte,92.66,2.369,2.5,2.619,2.743,2.894,3.046,3.28,3.546,3.84,3.834,3.779,3.287
10019,Durango,Otaez,3,Norte,Norte,92.66,2.369,2.5,2.619,2.743,2.894,3.046,3.28,3.546,3.84,3.834,3.779,3.287
10020,Durango,Panuco de Coronado,1,Norte,Norte,92.66,2.369,2.5,2.619,2.743,2.894,3.046,3.28,3.546,3.84,3.834,3.779,3.287
10021,Durango,Penon Blanco,1,Norte,Norte,92.66,2.369,2.5,2.619,2.743,2.894,3.046,3.28,3.546,3.84,3.834,3.779,3.287
10022,Durango,Poanas,1,Norte,Norte,92.66,2.369,2.5,2.619,2.743,2.894,3.046,3.28,3.546,3.84,3.834,3.779,3.287
10023,Durango,Pueblo Nuevo,1,Norte,Norte,92.66,2.369,2.5,2.619,2.743,2.894,3.046,3.28,3.546,3.84,3.834,3.779,3.287
10024,Durango,Rodeo,3,Norte,Norte,92.66,2.369,2.5,2.619,2.743,2.894,3.046,3.28,3.546,3.84,3.834,3.779,3.287
10025,Durango,San Bernardo,1,Norte,Norte,92.66,2.369,2.5,2.619,2.743,2.894,3.046,3.28,3.546,3.84,3.834,3.779,3.287
10026,Durango,San Dimas,1,Norte,Norte,92.66,2.369,2.5,2.619,2.743,2.894,3.046,3.28,3.546,3.84,3.834,3.779,3.287
10027,Durango,San Juan de Guadalupe,3,Norte,Norte,92.66,2.369,2.5,2.619,2.743,2.894,3.046,3.28,3.546,3.84,3.834,3.779,3.287
10028,Durango,San Juan del Rio,2,Norte,Norte,92.66,2.369,2.5,2.619,2.743,2.894,3.046,3.28,3.546,3.84,3.834,3.779,3.287
10029,Durango,San Luis del Cordero,1,Norte,Norte,92.66,2.369,2.5,2.619,2.743,2.894,3.046,3.28,3.546,3.84,3.834,3.779,3.287
10030,Durango,San Pedro del Gallo,3,Norte,Norte,92.66,2.369,2.5,2.619,2.743,2.894,3.046,3.28,3.546,3.84,3.834,3.779,3.287
10031,Durango,Santa Clara,1,Norte,Norte,92.66,2.369,2.5,2.619,2.743,2.894,3.046,3.28,3.546,3.84,3.834,3.779,3.287
10032,Durango,Santiago Papasquiaro,1,Norte,Norte,92.66,2.369,2.5,2.619,2.743,2.894,3.046,3.28,3.546,3.84,3.834,3.779,3.287
10033,Durango,Suchil,1,Norte,Norte,92.66,2.369,2.5,2.619,2.743,2.894,3.046,3.28,3.546,3.84,3.834,3.779,3.287
10034,Durango,Tamazula,5,Norte,Norte,92.66,2.369,2.5,2.619,2.743,2.894,3.046,3.28,3.546,3.84,3.834,3.779,3.287
10035,Durango,Tepehuanes,1,Norte,Norte,92.66,2.369,2.5,2.619,2.743,2.894,3.046,3.28,3.546,3.84,3.834,3.779,3.287
10036,Durango,Tlahualilo,3,Norte,Norte,92.66,2.369,2.5,2.619,2.743,2.894,3.046,3.28,3.546,3.84,3.834,3.779,3.287
10037,Durango,Topia,3,Norte,Norte,92.66,2.369,2.5,2.619,2.743,2.894,3.046,3.28,3.546,3.84,3.834,3.779,3.287
10038,Durango,Vicente Guerrero,1,Norte,Norte,92.66,2.369,2.5,2.619,2.743,2.894,3.046,3.28,3.546,3.84,3.834,3.779,3.287
10039,Durango,Nuevo Ideal,1,Norte,Norte,92.66,2.369,2.5,2.619,2.743,2.894,3.046,3.28,3.546,3.84,3.834,3.779,3.287
11001,Guanajuato,Abasolo,1,Bajio,Sur,43.62,2.265,2.428,2.575,2.729,2.916,3.104,3.394,3.723,4.088,4.081,4.012,3.402
11002,Guanajuato,Acambaro,1,Bajio,Sur,43.62,2.265,2.428,2.575,2.729,2.916,3.104,3.394,3.723,4.088,4.081,4.012,3.402
11003,Guanajuato,San Miguel de Allende,1,Bajio,Sur,43.62,2.265,2.428,2.575,2.729,2.916,3.104,3.394,3.723,4.088,4.081,4.012,3.402
11004,Guanajuato,Apaseo el Alto,1,Bajio,Sur,43.62,2.265,2.428,2.575,2.729,2.916,3.104,3.394,3.723,4.088,4.081,4.012,3.402
11005,Guanajuato,Apaseo el Grande,1,Bajio,Sur,43.62,2.265,2.428,2.575,2.729,2.916,3.104,3.394,3.723,4.088,4.081,4.012,3.402
11006,Guanajuato,Atarjea,1,Bajio,Sur,43.62,2.265,2.428,2.575,2.729,2.916,3.104,3.394,3.723,4.088,4.081,4.012,3.402
11007,Guanajuato,Celaya,1,Bajio,Sur,43.62,2.265,2.428,2.575,2.729,2.916,3.104,3.394,3.723,4.088,4.081,4.012,3.402
11008,Guanajuato,Manuel Doblado,1,Bajio,Sur,43.62,2.265,2.428,2.575,2.729,2.916,3.104,3.394,3.723,4.088,4.081,4.012,3.402
11009,Guanajuato,Comonfort,1,Bajio,Sur,43.62,2.265,2.428,2.575,2.729,2.916,3.104,3.394,3.723,4.088,4.081,4.012,3.402
11010,Guanajuato,Coroneo,1,Bajio,Sur,43.62,2.265,2.428,2.575,2.729,2.916,3.104,3.394,3.723,4.088,4.081,4.012,3.402
11011,Guanajuato,Cortazar,1,Bajio,Sur,43.62,2.265,2.428,2.575,2.729,2.916,3.104,3.394,3.723,4.088,4.081,4.012,3.402
11012,Guanajuato,Cueramaro,1,Bajio,Sur,43.62,2.265,2.428,2.575,2.729,2.916,3.104,3.394,3.723,4.088,4.081,4.012,3.402
11013,Guanajuato,Doctor Mora,1,Bajio,Sur,43.62,2.265,2.428,2.575,2.729,2.916,3.104,3.394,3.723,4.088,4.081,4.012,3.402
11014,Guanajuato,Dolores Hidalgo Cuna de la Independencia Nacional,1,Bajio,Sur,43.62,2.265,2.428,2.575,2.729,2.916,3.104,3.394,3.723,4.088,4.081,4.012,3.402
